SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Price,Currency,Buy Box Item Price,Buy Box Shipping Price,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status
20714394790,199161562,"Clinique Acne Solutions Liquid Makeup - Fresh Vanilla (Moderately Fair, Cool-Neutral Undertones)",ACTIVE,PUBLISHED,,Health & Beauty Electronics,19.99,USD,21.5,0.0,55,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,6SQLARBCTTOW,20714394790,20714394790,http://www.walmart.com/ip/Clinique-Anti-Blemish-Solutions-Liquid-Makeup-04-Fresh-pack-Of-1/199161562,https://i5.walmartimages.com/asr/f512e756-44f8-4072-9004-9b443ab9e586.ce0295330a773e67c82ab6709cca51dc.jpeg,Premium Foundation,"[""Home Page"",""Premium Beauty"",""Premium Makeup"",""Premium Face"",""Premium Foundation""]",Clinique,10-10-24,12-31-49,06-06-16,11-12-24,1088,4.4,Y,https://www.ebay.com/itm/386871924706,26.0,0.0,08-09-24,,,,
651986005819,5404212547,Too Faced Cocoa Bold Cream Lipstick Triple Fudge,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",15.0,USD,10.25,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,372NBM0QJ59U,651986005819,651986005819,http://www.walmart.com/ip/Too-Faced-Cocoa-Bold-Cream-Lipstick-Triple-Fudge/5404212547,https://i5.walmartimages.com/asr/c2862ef9-f7b1-4b68-ac4f-d7ba3cab4314.f4f515c77bdd353a4802c3bab6b5a028.jpeg,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",Too Faced,08-22-24,12-31-49,10-02-24,12-17-24,1,2.0,Y,https://www.amazon.com/dp/B0BQ3ZBS3D?psc=1&th=1&vs=1,29.0,0.0,12-16-24,,,,
651986160464,2770843570,Too Faced Pomade in a Pencil Brow Shaper & Filler Taupe,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",18.0,USD,17.85,0.0,,2048134,NETWORK_GEO,0.2,"""LB""",,Seller Fulfilled,,5MVDW47CNG94,651986160464,651986160464,http://www.walmart.com/ip/Too-Faced-Pomade-in-a-Pencil-Brow-Shaper-Filler-Taupe/2770843570,https://i5.walmartimages.com/asr/095bfa3e-297f-4cf8-b5a1-7b2dc0e7923f.ab54c44726c5cd1acc3f1e12a7dbd472.jpeg,Eyebrow Enhancer,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Eyebrow Makeup"",""Eyebrow Enhancer""]",Too Faced,12-17-24,12-31-49,03-23-23,12-17-24,0,,Y,,,,,,,,
71334235472,852903176,Origins Dr. Andrew Mega-Mushroom Skin Relief & Resilience Hydra Burst Gel Lotion 50ml/1.7oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.25,USD,19.99,0.0,134.8,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,3PFIP12Z1ZFQ,717334235472,717334235472,http://www.walmart.com/ip/Origins-Dr-Andrew-Mega-Mushroom-Skin-Relief-Resilience-Hydra-Burst-Gel-Lotion-50ml-1-7oz/852903176,https://i5.walmartimages.com/asr/0565f04a-553c-4943-a53f-d228b340e53c.d6155c2138d68b0a28969b7701c140a7.jpeg,Prep Your Skin for the Gym,"[""Home Page"",""Health and Medicine"",""Sports Medicine & Injury Recovery Solution"",""Optimize Performance"",""Look Good, Feel Good"",""Prep Your Skin for the Gym""]",Origins,06-06-24,12-31-49,05-08-20,11-22-24,0,0.0,Y,https://www.amazon.com/dp/B07S6HF26B?psc=1&th=1&vs=1,47.99,0.0,12-16-24,Competitive price (by Success Hub),21.25,26.99,Min. Allowed Seller Price Reached
716170260594,5748003078,Bobbi Brown Luxe Lipstick Satin Finish Lipstick - Rare Ruby,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",35.0,USD,35.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,4KRR0ZHP12GO,716170260594,716170260594,http://www.walmart.com/ip/Bobbi-Brown-Luxe-Lipstick-Satin-Finish-Lipstick-Rare-Ruby/5748003078,https://i5.walmartimages.com/asr/ea8e6b39-bfac-41cd-a026-e1c0b01d95a9.ae9d616046eef0556375ef9231821cce.jpeg,Bobbi Brown,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Bobbi Brown""]",Bobbi Brown,10-29-24,12-31-49,04-05-24,12-17-24,0,,Y,https://www.amazon.com/dp/B0CZ15NJ83?psc=1&th=1&vs=1,20.0,0.0,12-16-24,,,,
716170295664,5757413700,Bobbi Brown Mini Skin Full Cover Concealer 2 ml-Natural Tan,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",18.0,USD,18.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,2R2JEDHRT2U8,716170295664,716170295664,http://www.walmart.com/ip/Bobbi-Brown-Mini-Skin-Full-Cover-Concealer-2-ml-Natural-Tan/5757413700,https://i5.walmartimages.com/asr/dcb55b35-bb06-453a-9255-910de0f00236.61bd1ac2cd4761529188416e4fb155df.jpeg,Bobbi Brown,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Bobbi Brown""]",Bobbi Brown,10-29-24,12-31-49,04-05-24,10-29-24,0,,Y,https://www.amazon.com/Bobbi-Brown-Skin-Cover-Concealer/dp/B0CWPMQ51P,16.5,0.0,12-14-24,,,,
887167571877,611543996,"Estee Lauder Beautiful Magnolia Nourishing Hand Cream, 1-oz.",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",29.0,USD,25.89,0.0,,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,5BT1DHX958LZ,887167571877,887167571877,http://www.walmart.com/ip/Estee-Lauder-Beautiful-Magnolia-Nourishing-Hand-Cream-1-oz/611543996,https://i5.walmartimages.com/asr/74aa9790-ed6b-44aa-91cc-45e1a14508d6.36b169478373fc0d10174ea22e38d11a.jpeg,Hand Creams,"[""Home Page"",""Personal Care"",""Bath & Body"",""Hand Creams""]",Estee Lauder,11-20-24,12-31-49,12-23-21,04-12-24,0,,Y,https://www.amazon.com/dp/B0C1T2FGQS?psc=1&th=1&vs=1,20.4,0.0,12-16-24,,,,
20714756048,5317427957,Clinique Beyond Perfecting Powder Foundation + Concealer -14.5g/0.51oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",29.0,USD,29.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,34U02QD9YJMS,767194390699,767194390699,http://www.walmart.com/ip/Clinique-Beyond-Perfecting-Powder-Foundation-Concealer-14-5g-0-51oz/5317427957,https://i5.walmartimages.com/asr/16d638b6-db2c-4373-a448-eb8f469b784b.b412e90f7f2f1330a938f69a19ba47bd.jpeg,Clinique Makeup,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Clinique"",""Clinique Makeup""]",Clinique,06-06-24,12-31-49,12-02-24,10-29-24,0,,Y,,,,,,,,
717334229655,756536911,Mega-Mushroom Relief and Resilience Advanced Face Serum by Origins for Women - 3.4 oz Serum,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",69.0,USD,82.19,0.0,157.20,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,5FCLPD1C25AW,717334229655,717334229655,http://www.walmart.com/ip/Mega-Mushroom-Relief-and-Resilience-Advanced-Face-Serum-by-Origins-for-Women-3-4-oz-Serum/756536911,https://i5.walmartimages.com/asr/670890f8-32e7-4ad8-800e-3e76e58e971f_1.9976af3cacb5aaaae9eceaac2bcdcbbe.jpeg,Premium Face Treatments and Serums,"[""Home Page"",""Premium Beauty"",""Premium Skincare"",""Premium Face Treatments and Serums""]",Origins,09-17-24,12-31-49,12-23-18,09-11-24,1,5.0,Y,https://www.amazon.com/dp/B07FLWFV9Z?psc=1&th=1&vs=1,85.0,4.99,11-18-24,,,,
769915194616,374183239,The Ordinary 100% Organic Virgin Chia Seed Oil (30ml),ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",14.89,USD,14.89,0.0,14.99,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,6V57KFZ33RWO,769915194616,769915194616,http://www.walmart.com/ip/The-Ordinary-100-Organic-Virgin-Chia-Seed-Oil-30ml/374183239,https://i5.walmartimages.com/asr/940b371a-2b67-4380-a016-832ad6b472de.5f16217e4dc312e9fe1dcd535e6f6810.jpeg,Prep Your Skin for the Gym,"[""Home Page"",""Health and Medicine"",""Sports Medicine & Injury Recovery Solution"",""Optimize Performance"",""Look Good, Feel Good"",""Prep Your Skin for the Gym""]",The Ordinary,10-23-24,12-31-49,01-04-21,10-30-24,0,4.4,Y,https://www.amazon.com/dp/B07DNKJ4P6?psc=1&th=1&vs=1,9.99,0.0,12-15-24,,,,
887167381735,344488255,Estee Lauder Nutritious Super-Pomegranate Radiant Energy Moisture Creme 1.7 oz Cream,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",15.95,USD,17,0.0,70,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,6SAUCCS5U9XD,887167381735,887167381735,http://www.walmart.com/ip/Estee-Lauder-NUTRITIOUS-Super-Pomegranate-Radiant-Energy-Moisture-Cream-All-Day-Use-1-7-fl-oz/344488255,https://i5.walmartimages.com/asr/30efca56-e4fd-4045-905a-3e012659c59e.e20a917c6e19ef395a8ec680c9d864f6.jpeg,Premium Face Treatments and Serums,"[""Home Page"",""Premium Beauty"",""Premium Skincare"",""Premium Face Treatments and Serums""]",Estee Lauder,08-27-24,12-31-49,01-17-19,12-17-24,6,5.0,Y,https://www.amazon.com/dp/B07GXYD463?psc=1&th=1&vs=1,23.88,0.0,09-23-24,Competitive price (by Success Hub),15.95,35.09,Current Offer At Or Below Target
887167464230,382843719,ESTEE LAUDER/RE-NUTRIV ULTRA RADIANCE LIQUID MAKEUP 5W1 BRONZE 1.0 OZ,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",49.0,USD,48.99,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,1JBDRQU09BJD,887167464230,887167464230,http://www.walmart.com/ip/ESTEE-LAUDER-RE-NUTRIV-ULTRA-RADIANCE-LIQUID-MAKEUP-5W1-BRONZE-1-0-OZ/382843719,https://i5.walmartimages.com/asr/299c0420-cd66-4a58-a75b-e7c480ca4f29.428ffa1ec687905b5128c7b4d960b69f.jpeg,Estee Lauder Foundation,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Estee Lauder"",""Estee Lauder Foundation""]",Estee Lauder,09-24-24,12-31-49,11-08-21,09-12-24,0,,Y,https://www.amazon.com/dp/B09C2PC4F6?psc=1&th=1&vs=1,39.9,0.0,09-21-24,,,,
887167500341,2158160852,"Estee Lauder Pure Color Envy Luxe Eyeshadow Quad - 02 Indigo Night , 0.28 oz Eye Shadow",ACTIVE,PUBLISHED,,Other,23.98,USD,22.99,0.0,100,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,696H5PKFKK0Z,887167500341,887167500341,http://www.walmart.com/ip/Estee-Lauder-Pure-Color-Envy-Luxe-Eyeshadow-Quad-02-Indigo-Night-0-28-oz-Eye-Shadow/2158160852,https://i5.walmartimages.com/asr/0256dc1b-bcd2-46c8-bca7-a6e6b1c239bc.0bd814de247b3366fe34f3b2bf8ff418.jpeg,All Makeup,"[""Home Page"",""Beauty"",""Makeup"",""All Makeup""]",Estee Lauder,09-09-24,12-31-49,04-13-23,11-18-24,0,,Y,https://www.amazon.com/dp/B09SXFJPZ2?psc=1&th=1&vs=1,60.0,0.0,10-14-24,,,,
887167561861,1414810845,"Estee Lauder Soft Clean Infusion Hydrating Essence Lotion for Dry Skin, 13.5 oz",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",28.62,USD,25.36,,56,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,0U3T1G4ZJ3Z0,887167561861,887167561861,http://www.walmart.com/ip/Estee-Lauder-Soft-Clean-Infusion-Hydrating-Essence-Lotion-for-Dry-Skin-13-5-oz/1414810845,https://i5.walmartimages.com/asr/f7a34cab-bacf-4be7-9125-a974fa9caffb.2ea057fffe10331662693a9f82907611.jpeg,Body Lotions,"[""Home Page"",""Personal Care"",""Bath & Body"",""Body Lotions""]",Estee Lauder,09-24-24,12-31-49,06-01-23,12-18-24,2,5.0,Y,https://www.amazon.com/dp/B0BG27FWL2?psc=1&th=1&vs=1,39.1,0.0,12-16-24,,,,
887167575011,5040220279,Estee Lauder All Skin Revitalizing Supreme+ Bright Lightweight Luminous Anti-Blemish Moisturizing Cream 15Ml,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.0,USD,18.0,0.0,19.99,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,7F59U3UZ685D,887167575011,887167575011,http://www.walmart.com/ip/Estee-Lauder-All-Skin-Revitalizing-Supreme-Bright-Lightweight-Luminous-Anti-Blemish-Moisturizing-Cream-15Ml/5040220279,https://i5.walmartimages.com/asr/b0d2e376-8eb3-49c8-bbdf-21d38db67d64.c5cf20861dd2e77b4deec83bb390b293.jpeg,Prep Your Skin for the Gym,"[""Home Page"",""Health and Medicine"",""Sports Medicine & Injury Recovery Solution"",""Optimize Performance"",""Look Good, Feel Good"",""Prep Your Skin for the Gym""]",Estee Lauder,08-28-24,12-31-49,06-09-23,08-12-24,0,,Y,https://www.amazon.com/dp/B0C9YFTRF6?psc=1&th=1&vs=1,23.98,0.0,09-23-24,,,,
Item Name,14739968939,DIORSHOW ICONIC OVERCURL GIFT SET,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",56.0,USD,56.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,46JCYXSFZMPK,3348901699563,,http://www.walmart.com/ip/DIORSHOW-ICONIC-OVERCURL-GIFT-SET/14739968939,https://i5.walmartimages.com/asr/5af5412b-1db9-4cc0-89e4-0b67128156d9.1fe3e81f9c7d40b06f05414662defe47.jpeg,All Mascara,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Mascara"",""All Mascara""]",Dior,12-15-24,12-31-49,12-15-24,12-15-24,0,,Y,,,,,,,,
toofacedtaupe,2257519784,Too Faced Super Fine Brow Detailer Penci,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",16.99,USD,17.8,,17.77,2048134,NETWORK_GEO,0.2,"""LB""",,Seller Fulfilled,,2V2WNWHUA5MT,651986160389,651986160389,http://www.walmart.com/ip/Super-Fine-Brow-Detailer-Penci-TAUPE/2257519784,https://i5.walmartimages.com/asr/442da133-20c8-4724-abf6-b8015d20b919.2199d3211c7b6b665c746b363a0f5803.jpeg,UNNAV,"[""UNNAV""]",Too Faced,12-17-24,12-31-49,03-19-23,12-17-24,0,0.0,Y,,,,,,,,
667555960953,3095157490,Bath and Body Works Hello Beautiful Set of 2 Shower Gel and Body Lotion,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,24.0,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,4NT8YTXY3UJD,734189827140,734189827140,http://www.walmart.com/ip/Bath-and-Body-Works-Hello-Beautiful-Set-of-2-Shower-Gel-and-Body-Lotion/3095157490,https://i5.walmartimages.com/asr/de2d62ca-dd88-4c16-9239-384dd2f85fff.8b6201daa6f96fb5d3c252286bac73a2.png,All Body Wash,"[""Home Page"",""Personal Care"",""Bath & Body"",""Body Wash"",""All Body Wash""]",Bath & Body Works,11-09-24,12-31-49,05-06-23,02-11-24,5,5.0,Y,https://www.ebay.com/itm/135104485320,19.99,4.25,08-09-24,,,,
192333055465,798953187,CLINIQUE EVEN BETTER CONCEALER 0.20 OZ WN 30 BISCUIT CLINIQUE/EVEN BETTER ALL-OVER CONCEALER + ERASER WN 30 BISCUIT 0.2 OZ,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",26.5,USD,26.5,0.0,32.5,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,7FA0RZ4K1Q4O,192333055465,192333055465,http://www.walmart.com/ip/CLINIQUE-EVEN-BETTER-CONCEALER-0-20-OZ-WN-30-BISCUIT-CLINIQUE-EVEN-BETTER-ALL-OVER-CONCEALER-ERASER-WN-30-BISCUIT-0-2-OZ/798953187,https://i5.walmartimages.com/asr/697555d2-af29-46c2-ae83-ba8560c462c5.78cab4317e726f1a9be8432ca62775ae.jpeg,Clinique Makeup,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Clinique"",""Clinique Makeup""]",Clinique,09-09-24,12-31-49,08-30-21,10-29-24,2,2.0,Y,https://www.ebay.com/itm/285512956612,28.0,0.0,05-09-24,,,,
192333173763,5552716223,Clinique 5 Piece Set,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,21.0,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,49SDRPYPU25U,192333173763,192333173763,http://www.walmart.com/ip/Clinique-5-Piece-Set/5552716223,https://i5.walmartimages.com/asr/a4caf275-bb59-4b3b-b1d3-93d04f582944.2b304b6627d01ad4f06e1d5adc9b6398.jpeg,Clinique Makeup,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Clinique"",""Clinique Makeup""]",Clinique,06-28-24,12-31-49,03-30-24,12-17-24,1,5.0,Y,,,,,,,,
8809844993101,5202974942,Ceramidin Skin Barrier Moisturizing Cream by Dr. Jart+ for Unisex - 1.69 oz Cream,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",29.9,USD,30.99,0.0,0,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,3N2Z9XYEJC0L,8809844993101,,http://www.walmart.com/ip/Dr-Jart-Ceramidin-Skin-Barrier-Moisturizing-Cream-50ml-1-69oz/5202974942,https://i5.walmartimages.com/asr/1bc74246-646c-48de-b513-cca0cfa50dd6.de7d50086dbfc4f756ce07da828b8a62.jpeg,Korean Moisturizers & Treatments,"[""Home Page"",""Premium Beauty"",""Premium K-Beauty"",""Premium Korean Skincare"",""Korean Moisturizers & Treatments""]",Dr. Jart+,07-11-24,12-31-49,11-14-23,12-13-24,2,5.0,Y,https://www.amazon.com/dp/B015RYQBIS?psc=1&th=1&vs=1,49.0,0.0,12-16-24,,,,
20714977085,922861173,Clinique Even Better Makeup Spf 15 Even And Corrects 1oz 48 Oat New With Box,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.99,USD,18.2,0.0,31,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,1FHYQXAR2CT5,20714977085,20714977085,http://www.walmart.com/ip/Clinique-Even-Better-Makeup-SPF-15-Evens-and-Corrects-48-Oat/922861173,https://i5.walmartimages.com/asr/58cde021-5ff2-417e-bcf7-79266c8c61e9_1.37b47b4b74e288db4e307e28f04fade7.jpeg,Premium Foundation,"[""Home Page"",""Premium Beauty"",""Premium Makeup"",""Premium Face"",""Premium Foundation""]",Clinique,10-10-24,12-31-49,12-18-19,12-17-24,1,5.0,Y,https://www.amazon.com/dp/B07HP34QL1?psc=1&th=1&vs=1,39.0,0.0,12-16-24,,,,
667556359633,5179206201,2 Pack Bath and Body Works Eucalyptus Spearmint Shea Butter Cleansing Bar 5 Oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",16.95,USD,16.45,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,5564M0XE66SM,667558217160,667558217160,http://www.walmart.com/ip/2-Pack-Bath-and-Body-Works-Eucalyptus-Spearmint-Shea-Butter-Cleansing-Bar-5-Oz/5179206201,https://i5.walmartimages.com/asr/a7ee926c-6b66-4c66-83fe-3aad17d9328f.50a05964b90f20eff4cdad4e4847fbf8.jpeg,Bar Soap,"[""Home Page"",""Personal Care"",""Bath & Body"",""Bath & Shower"",""Bar Soap""]",Bath & Body Works,11-09-24,12-31-49,04-11-23,11-26-24,0,,Y,https://www.ebay.com/itm/176231874030,19.31,0.0,09-09-24,,,,
651986505067,5402861608,Too Faced Lip Injection Power Plumping Cream Liquid Lipstick Big Lip Energy,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",24.0,USD,19.3,,21,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,24XZ3BG514RC,651986505067,651986505067,http://www.walmart.com/ip/Too-Faced-Lip-Injection-Power-Plumping-Cream-Liquid-Lipstick-Big-Lip-Energy/5402861608,https://i5.walmartimages.com/asr/70191104-272e-46f5-8dc9-ceccc98d2916.5eafee2748734b7c2d19e8b8c83e8f9e.jpeg,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",Too Faced,08-22-24,12-31-49,10-02-24,11-22-24,0,,Y,https://www.amazon.com/dp/B0BKMX6GFP?psc=1&th=1&vs=1,29.0,0.0,12-15-24,,,,
685428022751,184055717,Bumble & Bumble Save The Day Daytime Protective Repair Fluid for Unisex - 3.2 oz Oil,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.79,USD,14.5,0.0,45,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,1DSFUDWKDMBF,685428022751,685428022751,http://www.walmart.com/ip/Bumble-Bumble-Save-The-Day-Daytime-Protective-Repair-Fluid-for-Unisex-3-2-oz-Oil/184055717,https://i5.walmartimages.com/asr/909183e1-edd3-4d43-bf85-825ef11c8a70.fa8d2f035e4c7db200d4a86d8e5c15ef.jpeg,Hair Oil,"[""Home Page"",""Premium Beauty"",""Premium Hair Care"",""Premium Styling Products"",""Hair Oil""]",Bumble and bumble,08-30-24,12-31-49,03-10-17,12-18-24,4,5.0,Y,https://www.amazon.com/dp/B074T3ZC9H?psc=1&th=1&vs=1,48.0,0.0,12-16-24,,,,
192333149546,5412719055,Clinique Take The Day Off Cleansing Balm (Jumbo Size)-200ml/6.7oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",26.75,USD,26.95,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,3ONO3YLMF3H0,767194395670,767194395670,http://www.walmart.com/ip/Clinique-Take-The-Day-Off-Cleansing-Balm-Jumbo-Size-200ml-6-7oz/5412719055,https://i5.walmartimages.com/asr/a88de299-b5bb-4458-be8a-aad3bfc964bf.0a36063803b961c56e73ae440cc6520e.jpeg,Skin Care Products for Dry Skin,"[""Home Page"",""Beauty"",""Skin Care"",""Skin Care Concern"",""Skin Care Products for Dry Skin""]",Clinique,11-06-24,12-31-49,12-02-24,12-14-24,6,4.8,Y,https://www.amazon.com/dp/B09TWCDV9T?psc=1&th=1&vs=1,49.3,0.0,12-16-24,Competitive price (by Success Hub),26.75,33.97,Current Offer At Or Below Target
CL-RLF-S15-106,5018438752,Clinique Smart Spf 15 Custom-Repair Moisturizer Humidifier,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",15.1,USD,29.99,,,2048134,NETWORK_GEO,0.062,"""LB""",,Seller Fulfilled,,58H3WL98QUDT,192333094518,192333094518,http://www.walmart.com/ip/Clinique-Smart-Spf-15-Custom-Repair-Moisturizer-Humidifier/5018438752,https://i5.walmartimages.com/asr/238bd5f6-5d76-4e89-a511-235d0b1f116b.127ae1ad7d2d976e394d7d824d822e5e.jpeg,Clinique Moisturiser,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Clinique"",""Clinique Moisturiser""]",Clinique,04-08-24,12-31-49,05-09-23,12-15-24,1,5.0,Y,https://www.ebay.com/itm/115331252319,17.55,5.1,09-09-24,,,,
685428023857,686153672,Bumble and Bumble Color Gloss Luminous Hair Shine Brunette 5oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",35.99,USD,25,0.0,43.02,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,5KOLVZSUCQPV,685428023857,685428023857,http://www.walmart.com/ip/Bumble-and-Bumble-Color-Gloss-Luminous-Hair-Shine-Brunette-5oz/686153672,https://i5.walmartimages.com/asr/cbdd04e6-dae3-4bdd-bc2a-08b0d792457b.1fb3956f8b2aa7c3ccef7fb8c63df908.jpeg,Premium Hair Color,"[""Home Page"",""Premium Beauty"",""Premium Hair Care"",""Premium Hair Color""]",Bumble and bumble,10-14-24,12-31-49,09-02-18,12-18-24,0,0.0,Y,https://www.amazon.com/dp/B07C5D8SLS?psc=1&th=1&vs=1,31.15,5.98,05-16-24,,,,
889809013325,5108254753,"Glamglow Clear Your Schedule Cleanser, Mask, Moisturizer Set",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",17.89,USD,18.98,0.0,90,2048134,,0.6,"""LB""",,Seller Fulfilled,,613OZHDHH2HW,889809013325,889809013325,http://www.walmart.com/ip/Glamglow-Clear-Your-Schedule-Cleanser-Mask-Moisturizer-Set/5108254753,https://i5.walmartimages.com/asr/cd4f695b-c097-4e53-93c4-087e8ad525ef.f4558d52ff65672966904eebf6fa78ab.jpeg,Skin Care Sets,"[""Home Page"",""Beauty"",""Skin Care"",""Skin Care Sets""]",GlamGlow,02-10-24,12-31-49,10-10-23,05-12-24,0,,Y,https://www.amazon.com/dp/B0CWHLM24K?psc=1&th=1&vs=1,16.95,0.0,11-23-24,,,,
A33,5412755594,Too Faced Born This Way Super Coverage Multi-Use Longwear Concealer Golden,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",26.19,USD,20.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,5LCXWE1JNVQD,651986006571,651986006571,http://www.walmart.com/ip/Too-Faced-Born-This-Way-Super-Coverage-Multi-Use-Longwear-Concealer-Golden/5412755594,https://i5.walmartimages.com/asr/700a4003-deb9-4d4c-ae28-589a786eeda8.8d94117ae6b93bfe2895779bc75ce177.jpeg,Liquid Concealer,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Concealer"",""Liquid Concealer""]",Too Faced,08-08-24,12-31-49,10-02-24,12-14-24,0,,Y,https://www.amazon.com/dp/B0C7WMQHKZ?psc=1&th=1&vs=1,21.99,0.0,05-17-24,,,,
B33,5310130799,Too Faced Born This Way Super Coverage Multi-Use Longwear Concealer Golden Beige,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,23.8,0.0,36,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,4YHSPA46M0ZS,651986006359,651986006359,http://www.walmart.com/ip/Too-Faced-Born-This-Way-Super-Coverage-Multi-Use-Longwear-Concealer-Golden-Beige/5310130799,https://i5.walmartimages.com/asr/f7fa0b8a-46bd-4c01-b66e-e3623c1eefa1.47253d8ecc127b643dd9b30efb9ece73.jpeg,Cream Concealer,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Concealer"",""Cream Concealer""]",Too Faced,08-08-24,12-31-49,10-02-24,10-12-24,0,,Y,https://www.amazon.com/dp/B0BY9FBBHH?psc=1&th=1&vs=1,36.0,0.0,12-16-24,,,,
